ApplicantID,CandidateID,RequisitionID,EventDate,applicantStatus,Caption,Apply_Date,Current_Status,HiredAsID,Application_Source,applicantStage,Applicant_Sub_Stage,Stage_Category,Expected_Start_Date,Diverse_Flag,Relocation
Applicant-223357,Candidate-181197,Requisition-1144,2017-08-28,Active,Yuliana Woods - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-08-23,True,,Website,Applied,Move to screening,Recruiting,,False,False
Applicant-223357,Candidate-181197,Requisition-1144,2017-08-30,Active,Yuliana Woods - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-08-23,True,,Website,Screened,Assessment review complete,Recruiting,,False,False
Applicant-223358,Candidate-181198,Requisition-1144,2017-08-28,Active,Perla Peterson - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-08-23,True,,Website,Applied,Move to screening,Recruiting,,True,False
Applicant-223365,Candidate-181204,Requisition-1141,2017-08-29,Active,Jose Lassiter - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-08-23,True,,Job Posting,Applied,Move to screening,Recruiting,,,False
Applicant-223365,Candidate-181204,Requisition-1141,2017-08-31,Active,Jose Lassiter - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-08-23,True,,Job Posting,Screened,Assessment review complete,Recruiting,,,False
Applicant-223367,Candidate-181205,Requisition-1139,2017-08-28,Active,Jaiden Mayes - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,2017-08-23,True,,,Applied,Move to screening,Recruiting,,True,False
Applicant-223368,Candidate-181206,Requisition-1139,2017-08-28,Active,Valentino Green - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,2017-08-23,True,,,Applied,Move to screening,Recruiting,,True,False
Applicant-223369,Candidate-181207,Requisition-1139,2017-08-29,Active,Tanaquil Yuen - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1139,2017-08-23,True,,,Applied,Move to screening,Recruiting,,True,False
Applicant-223370,Candidate-181208,Requisition-1138,2017-08-30,Active,Keira Weber - IT:Hire Information Security Specialist - North America : Requisition-1138,2017-08-23,True,,Job Posting,Applied,Move to screening,Recruiting,,True,False
Applicant-223371,Candidate-28746,Requisition-1138,2017-08-30,Active,Alec Preston - IT:Hire Information Security Specialist - North America : Requisition-1138,2017-08-23,True,,Job Posting,Applied,Move to screening,Recruiting,,,False
Applicant-223372,Candidate-181209,Requisition-1138,2017-08-31,Active,Gadiel Dickey - IT:Hire Information Security Specialist - North America : Requisition-1138,2017-08-23,True,,Job Posting,Applied,Move to screening,Recruiting,,False,False
Applicant-223375,Candidate-181212,Requisition-1134,2017-08-28,Active,Jean Mikhail - Operations:Hire Maintenance Engineer - North America : Requisition-1134,2017-08-23,True,,Internal,Applied,Move to screening,Recruiting,,,False
Applicant-223377,Candidate-181214,Requisition-1133,2017-08-28,Active,Sabrina Jones - Operations:Hire Maintenance Engineer - South America : Requisition-1133,2017-08-23,True,,CSR,Applied,Move to screening,Recruiting,,True,False
Applicant-223377,Candidate-181214,Requisition-1133,2017-08-30,Rejected,Sabrina Jones - Operations:Hire Maintenance Engineer - South America : Requisition-1133,2017-08-23,False,,CSR,Applied,Move to screening,Recruiting,,True,False
Applicant-223378,Candidate-181215,Requisition-1133,2017-08-28,Active,Arnold Amador - Operations:Hire Maintenance Engineer - South America : Requisition-1133,2017-08-23,True,,Internal,Screened,Assessment review complete,Recruiting,,,False
Applicant-223378,Candidate-181215,Requisition-1133,2017-08-31,Active,Arnold Amador - Operations:Hire Maintenance Engineer - South America : Requisition-1133,2017-08-23,True,,Internal,Screened,Phone screen complete,Recruiting,,,False
Applicant-223379,Candidate-28370,Requisition-1132,2017-08-29,Active,Peter Byrd - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1132,2017-08-23,True,,Hire Quick,Applied,Move to screening,Recruiting,,,False
Applicant-223381,Candidate-3432,Requisition-1129,2017-08-30,Position Filled,Scott Garcia - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-08-23,False,,Ladders.com,Applied,Move to screening,Recruiting,,False,False
Applicant-223382,Candidate-181217,Requisition-1129,2017-08-28,Active,Julian Ali - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-08-23,True,,Ladders.com,Applied,Move to screening,Recruiting,,True,False
Applicant-223382,Candidate-181217,Requisition-1129,2017-08-30,Position Filled,Julian Ali - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-08-23,False,,Ladders.com,Applied,Move to screening,Recruiting,,True,False
Applicant-223383,Candidate-145924,Requisition-1129,2017-08-29,Active,Sahara Cain - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-08-23,True,,Ladders.com,Applied,Move to screening,Recruiting,,,False
Applicant-223383,Candidate-145924,Requisition-1129,2017-08-30,Position Filled,Sahara Cain - Finance:Hire Accountant - A/R - APAC : Requisition-1129,2017-08-23,False,,Ladders.com,Applied,Move to screening,Recruiting,,,False
Applicant-223385,Candidate-181219,Requisition-1128,2017-08-28,Active,Beau Rauch - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-08-23,True,,Monster.com,Applied,Move to screening,Recruiting,,True,False
Applicant-223385,Candidate-181219,Requisition-1128,2017-08-31,Active,Beau Rauch - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-08-23,True,,Monster.com,Screened,Assessment review complete,Recruiting,,True,False
Applicant-223386,Candidate-181220,Requisition-1128,2017-08-30,Active,Bodhi Rogers - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-08-23,True,,Monster.com,Applied,Move to screening,Recruiting,,,False
Applicant-223388,Candidate-181222,Requisition-1125,2017-08-29,Position Filled,Bianka Villasenor - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-08-23,False,,Hire Quick,Applied,Application complete,Recruiting,,,False
Applicant-223389,Candidate-93567,Requisition-1125,2017-08-29,Position Filled,Melody Galbraith - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-08-23,False,,Hire Quick,Applied,Application complete,Recruiting,,,False
Applicant-223390,Candidate-181223,Requisition-1125,2017-08-29,Position Filled,Deana Padilla - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-08-23,False,,Hire Quick,Applied,Application complete,Recruiting,,True,False
Applicant-223391,Candidate-181224,Requisition-1125,2017-08-28,Active,Isabella Wilkinson - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-08-23,True,,Hire Quick,Applied,Move to screening,Recruiting,,True,False
Applicant-223391,Candidate-181224,Requisition-1125,2017-08-29,Position Filled,Isabella Wilkinson - Finance:Hire Senior Accountant - EMEA : Requisition-1125,2017-08-23,False,,Hire Quick,Applied,Move to screening,Recruiting,,True,False
Applicant-223393,Candidate-151294,Requisition-1124,2017-08-28,Active,Eliass Tremblay - IT:Hire Information Security Specialist - North America : Requisition-1124,2017-08-23,True,,Internal,Applied,Move to screening,Recruiting,,,False
Applicant-223393,Candidate-151294,Requisition-1124,2017-08-30,Active,Eliass Tremblay - IT:Hire Information Security Specialist - North America : Requisition-1124,2017-08-23,True,,Internal,Screened,Assessment review complete,Recruiting,,,False
Applicant-223395,Candidate-181226,Requisition-1123,2017-08-31,Active,Alondra Schaefer - IT:Hire IT Infrastructure Specialist - North America : Requisition-1123,2017-08-23,True,,CSR,Applied,Move to screening,Recruiting,,False,False
Applicant-223396,Candidate-181227,Requisition-1123,2017-08-28,Active,Anderson Morris - IT:Hire IT Infrastructure Specialist - North America : Requisition-1123,2017-08-23,True,,CSR,Applied,Move to screening,Recruiting,,False,False
Applicant-223396,Candidate-181227,Requisition-1123,2017-08-30,Active,Anderson Morris - IT:Hire IT Infrastructure Specialist - North America : Requisition-1123,2017-08-23,True,,CSR,Screened,Assessment review complete,Recruiting,,False,False
Applicant-223397,Candidate-181228,Requisition-1123,2017-08-30,Active,Odelia Ham - IT:Hire IT Infrastructure Specialist - North America : Requisition-1123,2017-08-23,True,,CSR,Applied,Move to screening,Recruiting,,True,False
Applicant-223399,Candidate-181229,Requisition-1122,2017-08-31,Active,Neal Davenport - Finance:Hire Finance Manager - A/R - North America : Requisition-1122,2017-08-23,True,,Monster.com,Applied,Move to screening,Recruiting,,True,False
Applicant-223401,Candidate-181230,Requisition-1119,2017-08-31,Active,Fortunata Collier - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-08-23,True,,Website,Applied,Move to screening,Recruiting,,False,False
Applicant-223402,Candidate-181231,Requisition-1119,2017-08-28,Active,Bobbie Tang - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-08-23,True,,Website,Applied,Move to screening,Recruiting,,,False
Applicant-223402,Candidate-181231,Requisition-1119,2017-08-30,Active,Bobbie Tang - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-08-23,True,,Website,Screened,Assessment review complete,Recruiting,,,False
Applicant-223403,Candidate-181232,Requisition-1110,2017-08-28,Active,Gracelynn Chang - IT:Hire IT Infrastructure Specialist - North America : Requisition-1110,2017-08-23,True,,Internal,Screened,Assessment review complete,Recruiting,,True,False
Applicant-223404,Candidate-158270,Requisition-1110,2017-08-28,Active,Titiana Cline - IT:Hire IT Infrastructure Specialist - North America : Requisition-1110,2017-08-23,True,,Internal,Applied,Move to screening,Recruiting,,True,False
Applicant-223405,Candidate-181233,Requisition-1104,2017-08-31,Active,Henry Salinas - Finance:Hire Financial Analyst - North America : Requisition-1104,2017-08-23,True,,Internal,Applied,Move to screening,Recruiting,,False,False
Applicant-223406,Candidate-181234,Requisition-1103,2017-08-29,Position Filled,Warren Marino - IT:Hire Information Security Specialist - North America : Requisition-1103,2017-08-23,False,,Internal,Applied,Application complete,Recruiting,,True,False
Applicant-223407,Candidate-138617,Requisition-1100,2017-08-28,Active,Orla Davenport - HR:Hire Talent Management Manager - North America : Requisition-1100,2017-08-23,True,,Monster.com,Applied,Move to screening,Recruiting,,,False
Applicant-223407,Candidate-138617,Requisition-1100,2017-08-30,Active,Orla Davenport - HR:Hire Talent Management Manager - North America : Requisition-1100,2017-08-23,True,,Monster.com,Screened,Assessment review complete,Recruiting,,,False
Applicant-223408,Candidate-181235,Requisition-1099,2017-08-28,Active,Ashley Worrell - Operations:Hire Assistant Plant Manager - APAC : Requisition-1099,2017-08-23,True,,Internal,Applied,Move to screening,Recruiting,,True,False
Applicant-223408,Candidate-181235,Requisition-1099,2017-08-30,Active,Ashley Worrell - Operations:Hire Assistant Plant Manager - APAC : Requisition-1099,2017-08-23,True,,Internal,Screened,Assessment review complete,Recruiting,,True,False
Applicant-223409,Candidate-181236,Requisition-1090,2017-08-28,Active,Connor Borges - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1090,2017-08-23,True,,Website,Screened,Assessment review complete,Recruiting,,False,False
Applicant-223412,Candidate-181239,Requisition-1084,2017-08-30,Active,Marguerite Hays - Operations:Hire Software Developer - EMEA : Requisition-1084,2017-08-23,True,,Plant Power,Applied,Move to screening,Recruiting,,False,False
Applicant-223415,Candidate-181241,Requisition-1039,2017-08-28,Active,Johnathan Velasquez - Finance:Hire Financial Analyst - North America : Requisition-1039,2017-08-23,True,,Marks Recruiting,Applied,Move to screening,Recruiting,,True,False
Applicant-223416,Candidate-111656,Requisition-1039,2017-08-29,Active,Silas Snodgrass - Finance:Hire Financial Analyst - North America : Requisition-1039,2017-08-23,True,,Marks Recruiting,Applied,Move to screening,Recruiting,,,False
Applicant-223417,Candidate-181242,Requisition-1023,2017-08-30,Active,Angelina Ngo - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-08-23,True,,Website,Applied,Move to screening,Recruiting,,True,False
Applicant-223418,Candidate-181243,Requisition-1023,2017-08-28,Active,Jaylinn Farley - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-08-23,True,,Website,Applied,Move to screening,Recruiting,,True,False
Applicant-223418,Candidate-181243,Requisition-1023,2017-08-30,Rejected,Jaylinn Farley - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-08-23,False,,Website,Applied,Move to screening,Recruiting,,True,False
Applicant-223419,Candidate-181244,Requisition-1003,2017-08-31,Rejected,Jaylen King - Finance:Hire Senior Accountant - APAC : Requisition-1003,2017-08-23,False,,Ladders.com,Applied,Application complete,Recruiting,,False,False
Applicant-223420,Candidate-181245,Requisition-992,2017-08-30,Active,Isaac Novak - Finance:Hire Accountant - A/R - North America : Requisition-992,2017-08-23,True,,Monster.com,Applied,Move to screening,Recruiting,,False,False
Applicant-223421,Candidate-181246,Requisition-18,2017-08-28,Active,Nathen Mendoza - Sales:Campus Sales Representative - North America : Requisition-18,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,True,False
Applicant-223422,Candidate-181247,Requisition-18,2017-08-28,Active,Gwenore Collier - Sales:Campus Sales Representative - North America : Requisition-18,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,True,False
Applicant-223423,Candidate-181248,Requisition-17,2017-08-28,Active,Ashley Naser - Operations:Campus Plant Operator - APAC : Requisition-17,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,,False
Applicant-223424,Candidate-181249,Requisition-16,2017-08-28,Rejected - Campus,Rufina Medina - Operations:Campus Product Development Specialist - South America : Requisition-16,2017-08-23,False,,,Graduate prospect,Application complete,Recruiting,,True,False
Applicant-223426,Candidate-181251,Requisition-15,2017-08-30,Active,Rosie Hu - Operations:Campus Logistics Specialist - North America : Requisition-15,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,True,False
Applicant-223427,Candidate-181252,Requisition-15,2017-08-28,Active,Amilia Hudson - Operations:Campus Logistics Specialist - North America : Requisition-15,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,True,False
Applicant-223436,Candidate-181261,Requisition-12,2017-08-28,Active,Krystal Mccormick - Marketing:Campus Marketing Coordinator - North America : Requisition-12,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,True,False
Applicant-223437,Candidate-181262,Requisition-12,2017-08-31,Active,Nesbit Burgess - Marketing:Campus Marketing Coordinator - North America : Requisition-12,2017-08-23,True,,,Reviewed graduate,Application review complete,Recruiting,,False,False
